Gene_ID,Gene_Name,Condition
ENSG00000169683,LRRC45,Pre-Transplant
ENSG00000169696,ASPSCR1,Pre-Transplant
ENSG00000226364,LINC02089,Pre-Transplant
ENSG00000278672,MIR8059,Pre-Transplant
ENSG00000265000,MARCHF10-DT,Pre-Transplant
ENSG00000256358,RPL31P57,Pre-Transplant
ENSG00000228007,RPL36AP7,Pre-Transplant
ENSG00000262585,LINC01979,Pre-Transplant
ENSG00000244514,RN7SL125P,Pre-Transplant
ENSG00000276202,Metazoa_SRP,Pre-Transplant
ENSG00000277784,MIR6786,Pre-Transplant
ENSG00000168646,AXIN2,Pre-Transplant
ENSG00000141576,RNF157,Pre-Transplant
ENSG00000109066,TMEM104,Pre-Transplant
ENSG00000197063,MAFG,Pre-Transplant
ENSG00000241913,RPS29P21,Pre-Transplant
ENSG00000167419,LPO,Pre-Transplant
ENSG00000167302,TEPSIN,Pre-Transplant
ENSG00000250506,CDK3,Pre-Transplant
ENSG00000254114,HMGN1P28,Pre-Transplant
ENSG00000238447,RNU7-134P,Pre-Transplant
ENSG00000125449,ARMC7,Pre-Transplant
ENSG00000239607,RN7SL573P,Pre-Transplant
ENSG00000232457,SLC16A6P1,Pre-Transplant
ENSG00000211563,MIR3065,Pre-Transplant
ENSG00000133195,SLC39A11,Pre-Transplant
ENSG00000188612,SUMO2,Pre-Transplant
ENSG00000136449,MYCBPAP,Pre-Transplant
ENSG00000262188,LINC01978,Pre-Transplant
ENSG00000200997,RNVU1-34,Pre-Transplant
ENSG00000244610,RN7SL756P,Pre-Transplant
ENSG00000243058,RPL39P33,Pre-Transplant
ENSG00000049283,EPN3,Pre-Transplant
ENSG00000141543,EIF4A3,Pre-Transplant
ENSG00000176170,SPHK1,Pre-Transplant
ENSG00000252577,SCARNA20,Pre-Transplant
ENSG00000237854,LINC00674,Pre-Transplant
ENSG00000169689,CENPX,Pre-Transplant
ENSG00000154920,EME1,Pre-Transplant
ENSG00000252653,RNA5SP444,Pre-Transplant
ENSG00000141371,CHCT1,Pre-Transplant
ENSG00000239932,RN7SL606P,Pre-Transplant
ENSG00000265052,RN7SL622P,Pre-Transplant
ENSG00000185298,CCDC137,Pre-Transplant
ENSG00000199426,RNU1-108P,Pre-Transplant
ENSG00000271626,H3P42,Pre-Transplant
ENSG00000171246,NPTX1,Pre-Transplant
ENSG00000183048,SLC25A10,Pre-Transplant
ENSG00000182534,MXRA7,Pre-Transplant
ENSG00000207736,MIR657,Pre-Transplant
ENSG00000121073,SLC35B1,Pre-Transplant
ENSG00000167434,CA4,Pre-Transplant
ENSG00000283385,MIR4524A,Pre-Transplant
ENSG00000136504,KAT7,Pre-Transplant
ENSG00000108639,SYNGR2,Pre-Transplant
ENSG00000108423,TUBD1,Pre-Transplant
ENSG00000196169,KIF19,Pre-Transplant
ENSG00000265096,C1QTNF1-AS1,Pre-Transplant
ENSG00000264907,PRELID3BP3,Pre-Transplant
ENSG00000223217,RNU6-938P,Pre-Transplant
ENSG00000125457,MIF4GD,Pre-Transplant
ENSG00000108821,COL1A1,Pre-Transplant
ENSG00000266117,FBXO36P1,Pre-Transplant
ENSG00000265469,POLR3KP2,Pre-Transplant
ENSG00000206824,Y_RNA,Pre-Transplant
ENSG00000070731,ST6GALNAC2,Pre-Transplant
ENSG00000154229,PRKCA,Pre-Transplant
ENSG00000199697,RNU6-446P,Pre-Transplant
ENSG00000087191,PSMC5,Pre-Transplant
ENSG00000154945,ANKRD40,Pre-Transplant
ENSG00000091583,APOH,Pre-Transplant
ENSG00000161544,CYGB,Pre-Transplant
ENSG00000005882,PDK2,Pre-Transplant
ENSG00000186665,C17orf58,Pre-Transplant
ENSG00000284690,CD300H,Pre-Transplant
ENSG00000108370,RGS9,Pre-Transplant
ENSG00000204345,CD300LD,Pre-Transplant
ENSG00000170412,GPRC5C,Pre-Transplant
ENSG00000161547,SRSF2,Pre-Transplant
ENSG00000188755,TBC1D3P2,Pre-Transplant
ENSG00000273500,MIR6129,Pre-Transplant
ENSG00000121075,TBX4,Pre-Transplant
ENSG00000267790,LINC01987,Pre-Transplant
ENSG00000252636,RNU6-826P,Pre-Transplant
ENSG00000284564,MIR3064,Pre-Transplant
ENSG00000277887,SNORA50C,Pre-Transplant
ENSG00000276601,Metazoa_SRP,Pre-Transplant
ENSG00000185168,LINC00482,Pre-Transplant
ENSG00000170921,TANC2,Pre-Transplant
ENSG00000167861,HID1,Pre-Transplant
ENSG00000267083,KRT18P61,Pre-Transplant
ENSG00000173821,RNF213,Pre-Transplant
ENSG00000261040,WFDC21P,Pre-Transplant
ENSG00000201547,Y_RNA,Pre-Transplant
ENSG00000215769,ARHGAP27P1-BPTFP1-KPNA2P3,Pre-Transplant
ENSG00000153930,ANKFN1,Pre-Transplant
ENSG00000189159,JPT1,Pre-Transplant
ENSG00000267355,RPL9P29,Pre-Transplant
ENSG00000132481,TRIM47,Pre-Transplant
ENSG00000267104,TBC1D3P1-DHX40P1,Pre-Transplant
ENSG00000278581,MIR6080,Pre-Transplant
ENSG00000167900,TK1,Pre-Transplant
ENSG00000182173,TSEN54,Pre-Transplant
ENSG00000070526,ST6GALNAC1,Pre-Transplant
ENSG00000200619,RNA5SP447,Pre-Transplant
ENSG00000141378,PTRH2,Pre-Transplant
ENSG00000153933,DGKE,Pre-Transplant
ENSG00000259384,GH1,Pre-Transplant
ENSG00000159210,SNF8,Pre-Transplant
ENSG00000263718,SEPTIN9-DT,Pre-Transplant
ENSG00000267603,LINC01028,Pre-Transplant
ENSG00000251779,Y_RNA,Pre-Transplant
ENSG00000264060,MIR4316,Pre-Transplant
ENSG00000182040,USH1G,Pre-Transplant
ENSG00000161542,PRPSAP1,Pre-Transplant
ENSG00000206917,RNU1-52P,Pre-Transplant
ENSG00000166263,STXBP4,Pre-Transplant
ENSG00000070540,WIPI1,Pre-Transplant
ENSG00000284368,MIR5047,Pre-Transplant
ENSG00000271063,SNRPGP17,Pre-Transplant
ENSG00000141200,KIF2B,Pre-Transplant
ENSG00000125447,GGA3,Pre-Transplant
ENSG00000263857,MIR4729,Pre-Transplant
ENSG00000176155,CCDC57,Pre-Transplant
ENSG00000070495,JMJD6,Pre-Transplant
ENSG00000243426,RN7SL454P,Pre-Transplant
ENSG00000182473,EXOC7,Pre-Transplant
ENSG00000108622,ICAM2,Pre-Transplant
ENSG00000176108,CHMP6,Pre-Transplant
ENSG00000166260,COX11,Pre-Transplant
ENSG00000263069,RNF213-AS1,Pre-Transplant
ENSG00000182938,OTOP3,Pre-Transplant
ENSG00000266290,DYNLL2-DT,Pre-Transplant
ENSG00000173826,KCNH6,Pre-Transplant
ENSG00000121064,SCPEP1,Pre-Transplant
ENSG00000121060,TRIM25,Pre-Transplant
ENSG00000213179,RPL17P41,Pre-Transplant
ENSG00000228639,ROCR,Pre-Transplant
ENSG00000265313,LINC01476,Pre-Transplant
ENSG00000214174,AMZ2P1,Pre-Transplant
ENSG00000249406,LINC01969,Pre-Transplant
ENSG00000243870,RN7SL236P,Pre-Transplant
ENSG00000125454,SLC25A19,Pre-Transplant
ENSG00000183979,NPB,Pre-Transplant
ENSG00000263585,PYCR1-AS1,Pre-Transplant
ENSG00000262902,MTCO1P40,Pre-Transplant
ENSG00000092929,UNC13D,Pre-Transplant
ENSG00000183684,ALYREF,Pre-Transplant
ENSG00000274091,SNORD1C,Pre-Transplant
ENSG00000189050,RNFT1,Pre-Transplant
ENSG00000228218,ATF4P3,Pre-Transplant
ENSG00000267023,LRRC37A16P,Pre-Transplant
ENSG00000231749,ABCA9-AS1,Pre-Transplant
ENSG00000177303,CASKIN2,Pre-Transplant
ENSG00000132475,H3-3B,Pre-Transplant
ENSG00000207123,Y_RNA,Pre-Transplant
ENSG00000240270,RPL12P37,Pre-Transplant
ENSG00000108829,LRRC59,Pre-Transplant
ENSG00000182628,SKA2,Pre-Transplant
ENSG00000183010,PYCR1,Pre-Transplant
ENSG00000224353,ACE3P,Pre-Transplant
ENSG00000265561,MIR1268B,Pre-Transplant
ENSG00000265148,TSPOAP1-AS1,Pre-Transplant
ENSG00000121104,FAM117A,Pre-Transplant
ENSG00000167889,MGAT5B,Pre-Transplant
ENSG00000087157,PGS1,Pre-Transplant
ENSG00000161513,FDXR,Pre-Transplant
ENSG00000275680,Metazoa_SRP,Pre-Transplant
ENSG00000266707,PSMD7P1,Pre-Transplant
ENSG00000109065,NAT9,Pre-Transplant
ENSG00000005381,MPO,Pre-Transplant
ENSG00000184557,SOCS3,Pre-Transplant
ENSG00000186765,FSCN2,Pre-Transplant
ENSG00000007314,SCN4A,Pre-Transplant
ENSG00000267352,SH3GL1P3,Pre-Transplant
ENSG00000271974,RDM1P4,Pre-Transplant
ENSG00000264630,PRKCA-AS1,Pre-Transplant
ENSG00000185527,PDE6G,Pre-Transplant
ENSG00000204237,OXLD1,Pre-Transplant
ENSG00000267679,EIF5AP2,Pre-Transplant
ENSG00000154240,CEP112,Pre-Transplant
ENSG00000166292,TMEM100,Pre-Transplant
ENSG00000263883,EEF1DP7,Pre-Transplant
ENSG00000198740,ZNF652,Pre-Transplant
ENSG00000182352,CD300LD-AS1,Pre-Transplant
ENSG00000187013,LINC02875,Pre-Transplant
ENSG00000264840,RN7SL404P,Pre-Transplant
ENSG00000006282,SPATA20,Pre-Transplant
ENSG00000207552,MIR633,Pre-Transplant
ENSG00000141367,CLTC,Pre-Transplant
ENSG00000260870,NDUFB10P1,Pre-Transplant
ENSG00000178802,MPI,Pre-Transplant
ENSG00000140463,BBS4,Pre-Transplant
ENSG00000200605,Y_RNA,Pre-Transplant
ENSG00000277718,LINC02255,Pre-Transplant
ENSG00000138623,SEMA7A,Pre-Transplant
ENSG00000243404,RPL35AP32,Pre-Transplant
ENSG00000166426,CRABP1,Pre-Transplant
ENSG00000259343,TMC3-AS1,Pre-Transplant
ENSG00000238311,SNORD13E,Pre-Transplant
ENSG00000104177,MYEF2,Pre-Transplant
ENSG00000261801,LOXL1-AS1,Pre-Transplant
ENSG00000156958,GALK2,Pre-Transplant
ENSG00000259248,USP3-AS1,Pre-Transplant
ENSG00000129003,VPS13C,Pre-Transplant
ENSG00000117971,CHRNB4,Pre-Transplant
ENSG00000214575,CPEB1,Pre-Transplant
ENSG00000169118,CSNK1G1,Pre-Transplant
ENSG00000270964,MAP2K5-DT,Pre-Transplant
ENSG00000271819,RNU6-94P,Pre-Transplant
ENSG00000208003,MIR549A,Pre-Transplant
ENSG00000277677,Metazoa_SRP,Pre-Transplant
ENSG00000179361,ARID3B,Pre-Transplant
ENSG00000241130,RPL32P30,Pre-Transplant
ENSG00000140455,USP3,Pre-Transplant
ENSG00000277391,MIR6881,Pre-Transplant
ENSG00000206995,Y_RNA,Pre-Transplant
ENSG00000166831,RBPMS2,Pre-Transplant
ENSG00000157483,MYO1E,Pre-Transplant
ENSG00000041357,PSMA4,Pre-Transplant
ENSG00000166477,LEO1,Pre-Transplant
ENSG00000136404,TM6SF1,Pre-Transplant
ENSG00000166503,HDGFL3,Pre-Transplant
ENSG00000259429,UBE2Q2P2,Pre-Transplant
ENSG00000103599,IQCH,Pre-Transplant
ENSG00000181827,RFX7,Pre-Transplant
ENSG00000064726,BTBD1,Pre-Transplant
ENSG00000259338,H3P39,Pre-Transplant
ENSG00000140284,SLC27A2,Pre-Transplant
ENSG00000167173,C15orf39,Pre-Transplant
ENSG00000137860,SLC28A2,Pre-Transplant
ENSG00000259440,NPM1P43,Pre-Transplant
ENSG00000047346,ATOSA,Pre-Transplant
ENSG00000283891,MIR628,Pre-Transplant
ENSG00000179335,CLK3,Pre-Transplant
ENSG00000201704,RNA5SP396,Pre-Transplant
ENSG00000159322,ADPGK,Pre-Transplant
ENSG00000169594,BNC1,Pre-Transplant
ENSG00000260139,CSPG4P13,Pre-Transplant
ENSG00000259708,DNAJA4-DT,Pre-Transplant
ENSG00000137817,PARP6,Pre-Transplant
ENSG00000166855,CLPX,Pre-Transplant
ENSG00000243007,RPL12P35,Pre-Transplant
ENSG00000103642,LACTB,Pre-Transplant
ENSG00000179523,EIF3J-DT,Pre-Transplant
ENSG00000028528,SNX1,Pre-Transplant
ENSG00000259235,CTXN2-AS1,Pre-Transplant
ENSG00000137819,PAQR5,Pre-Transplant
ENSG00000140297,GCNT3,Pre-Transplant
ENSG00000199156,MIR422A,Pre-Transplant
ENSG00000275992,RN7SL327P,Pre-Transplant
ENSG00000172379,ARNT2,Pre-Transplant
ENSG00000185787,MORF4L1,Pre-Transplant
ENSG00000259281,LINGO1-AS2,Pre-Transplant
ENSG00000187806,TMEM202,Pre-Transplant
ENSG00000140279,DUOX2,Pre-Transplant
ENSG00000280515,SALRNA2,Pre-Transplant
ENSG00000140332,TLE3,Pre-Transplant
ENSG00000259781,HMGB1P6,Pre-Transplant
ENSG00000169018,FEM1B,Pre-Transplant
ENSG00000259427,DPPA5P2,Pre-Transplant
ENSG00000207695,MIR184,Pre-Transplant
ENSG00000212374,RNU6-401P,Pre-Transplant
ENSG00000260339,HEXA-AS1,Pre-Transplant
ENSG00000200873,RNA5SP399,Pre-Transplant
ENSG00000188779,SKOR1,Pre-Transplant
ENSG00000250988,SNHG21,Pre-Transplant
ENSG00000169375,SIN3A,Pre-Transplant
ENSG00000235420,RPL29P30,Pre-Transplant
ENSG00000166262,FAM227B,Pre-Transplant
ENSG00000138592,USP8,Pre-Transplant
ENSG00000169856,ONECUT1,Pre-Transplant
ENSG00000213614,HEXA,Pre-Transplant
ENSG00000103723,AP3B2,Pre-Transplant
ENSG00000175318,GRAMD2A,Pre-Transplant
ENSG00000092439,TRPM7,Pre-Transplant
ENSG00000103569,AQP9,Pre-Transplant
ENSG00000182774,RPS17,Pre-Transplant
ENSG00000201510,RN7SKP217,Pre-Transplant
ENSG00000207516,SNORA41B,Pre-Transplant
ENSG00000138621,PPCDC,Pre-Transplant
ENSG00000261143,ADAMTS7P3,Pre-Transplant
ENSG00000140600,SH3GL3,Pre-Transplant
ENSG00000140481,CCDC33,Pre-Transplant
ENSG00000263155,MYZAP,Pre-Transplant
ENSG00000215186,GOLGA6B,Pre-Transplant
ENSG00000234438,KBTBD13,Pre-Transplant
ENSG00000206641,RNU6-449P,Pre-Transplant
ENSG00000129038,LOXL1,Pre-Transplant
ENSG00000103591,AAGAB,Pre-Transplant
ENSG00000138593,SECISBP2L,Pre-Transplant
ENSG00000246922,UBAP1L,Pre-Transplant
ENSG00000185634,SHC4,Pre-Transplant
ENSG00000187720,THSD4,Pre-Transplant
ENSG00000260172,LINC01413,Pre-Transplant
ENSG00000202529,SNORD18B,Pre-Transplant
ENSG00000173548,SNX33,Pre-Transplant
ENSG00000203411,Metazoa_SRP,Pre-Transplant
ENSG00000259215,LINC02896,Pre-Transplant
ENSG00000241839,PLEKHO2,Pre-Transplant
ENSG00000259626,MTND3P12,Pre-Transplant
ENSG00000137764,MAP2K5,Pre-Transplant
ENSG00000259315,ACTG1P17,Pre-Transplant
ENSG00000207449,RNU6-19P,Pre-Transplant
ENSG00000174444,RPL4,Pre-Transplant
ENSG00000225973,PIGBOS1,Pre-Transplant
ENSG00000261174,HMGB1P33,Pre-Transplant
ENSG00000261102,ATP5MFP6,Pre-Transplant
ENSG00000259482,RORA-AS2,Pre-Transplant
ENSG00000245534,RORA-AS1,Pre-Transplant
ENSG00000259520,SLC28A2-AS1,Pre-Transplant
ENSG00000103657,HERC1,Pre-Transplant
ENSG00000238845,Y_RNA,Pre-Transplant
ENSG00000239703,RN7SL568P,Pre-Transplant
ENSG00000136379,ABHD17C,Pre-Transplant
ENSG00000259470,KRT8P9,Pre-Transplant
ENSG00000140406,TLNRD1,Pre-Transplant
ENSG00000252066,RNU2-53P,Pre-Transplant
ENSG00000259479,SORD2P,Pre-Transplant
ENSG00000137857,DUOX1,Pre-Transplant
ENSG00000081014,AP4E1,Pre-Transplant
ENSG00000157456,CCNB2,Pre-Transplant
ENSG00000188467,SLC24A5,Pre-Transplant
ENSG00000200252,Y_RNA,Pre-Transplant
ENSG00000140416,TPM1,Pre-Transplant
ENSG00000255769,GOLGA2P10,Pre-Transplant
ENSG00000137875,BCL2L10,Pre-Transplant
ENSG00000074621,SLC24A1,Pre-Transplant
ENSG00000278202,GOLGA6L9-AS1,Pre-Transplant
ENSG00000284284,MIR4712,Pre-Transplant
ENSG00000259498,TPM1-AS,Pre-Transplant
ENSG00000075131,TIPIN,Pre-Transplant
ENSG00000212550,RNU1-78P,Pre-Transplant
ENSG00000259750,NSA2P4,Pre-Transplant
ENSG00000229474,PATL2,Pre-Transplant
ENSG00000186198,SLC51B,Pre-Transplant
ENSG00000259577,CERNA1,Pre-Transplant
ENSG00000261634,PAQR5-DT,Pre-Transplant
ENSG00000258484,SPESP1,Pre-Transplant
ENSG00000138600,SPPL2A,Pre-Transplant
ENSG00000159289,GOLGA6A,Pre-Transplant
ENSG00000259513,CYCSP38,Pre-Transplant
ENSG00000167139,TBC1D21,Pre-Transplant
ENSG00000206625,RNU6-1,Pre-Transplant
ENSG00000259208,RPL7L1P15,Pre-Transplant
ENSG00000275411,MIR6882,Pre-Transplant
ENSG00000230183,CNOT6LP1,Pre-Transplant
ENSG00000259557,HMGN1P26,Pre-Transplant
ENSG00000261205,NIFKP4,Pre-Transplant
ENSG00000128989,ARPP19,Pre-Transplant
ENSG00000278662,GOLGA6L10,Pre-Transplant
ENSG00000200156,RNU5B-1,Pre-Transplant
ENSG00000276696,Y_RNA,Pre-Transplant
ENSG00000103876,FAH,Pre-Transplant
ENSG00000103653,CSK,Pre-Transplant
ENSG00000137767,SQOR,Pre-Transplant
ENSG00000270986,HMGB1P51,Pre-Transplant
ENSG00000259790,ANP32BP1,Pre-Transplant
ENSG00000278570,NR2E3,Pre-Transplant
ENSG00000259964,THSD4-AS1,Pre-Transplant
ENSG00000157734,SNX22,Pre-Transplant
ENSG00000138622,HCN4,Pre-Transplant
ENSG00000166192,SENP8,Pre-Transplant
ENSG00000103707,MTFMT,Pre-Transplant
ENSG00000199730,RN7SKP95,Pre-Transplant
ENSG00000261423,TMEM202-AS1,Pre-Transplant
ENSG00000166938,DIS3L,Pre-Transplant
ENSG00000174498,IGDCC3,Pre-Transplant
ENSG00000200444,RNU6-1339P,Pre-Transplant
ENSG00000140307,GTF2A2,Pre-Transplant
ENSG00000283798,MIR630,Pre-Transplant
ENSG00000259347,SMAD3-DT,Pre-Transplant
ENSG00000187812,GOLGA6EP,Pre-Transplant
ENSG00000140365,COMMD4,Pre-Transplant
ENSG00000241807,RN7SL319P,Pre-Transplant
ENSG00000241890,RPL13P4,Pre-Transplant
ENSG00000182718,ANXA2,Pre-Transplant
ENSG00000284385,MIR4313,Pre-Transplant
ENSG00000259237,LINC02490,Pre-Transplant
ENSG00000167178,ISLR2,Pre-Transplant
ENSG00000200318,SNORD3P1,Pre-Transplant
ENSG00000256061,DNAAF4,Pre-Transplant
ENSG00000245750,DRAIC,Pre-Transplant
ENSG00000128918,ALDH1A2,Pre-Transplant
ENSG00000171989,LDHAL6B,Pre-Transplant
ENSG00000260062,GOLGA2P11,Pre-Transplant
ENSG00000174446,SNAPC5,Pre-Transplant
ENSG00000200070,RNU4-80P,Pre-Transplant
ENSG00000259259,NPM1P42,Pre-Transplant
ENSG00000260096,DNM1P33,Pre-Transplant
ENSG00000128872,TMOD2,Pre-Transplant
ENSG00000137845,ADAM10,Pre-Transplant
ENSG00000156642,NPTN,Pre-Transplant
ENSG00000201086,RNA5SP394,Pre-Transplant
ENSG00000212664,RPL17P39,Pre-Transplant
ENSG00000199633,SNORA63,Pre-Transplant
ENSG00000197535,MYO5A,Pre-Transplant
ENSG00000136425,CIB2,Pre-Transplant
ENSG00000277741,GOLGA6L17P,Pre-Transplant
ENSG00000259246,HMGN2P47,Pre-Transplant
ENSG00000104047,DTWD1,Pre-Transplant
ENSG00000252475,RNU6-1332P,Pre-Transplant
ENSG00000183324,REC114,Pre-Transplant
ENSG00000214896,RPSAP55,Pre-Transplant
ENSG00000200120,Y_RNA,Pre-Transplant
ENSG00000259595,CTDSPL2-DT,Pre-Transplant
ENSG00000259335,HNRNPMP1,Pre-Transplant
ENSG00000231169,EEF1B2P1,Pre-Transplant
ENSG00000166147,FBN1,Pre-Transplant
ENSG00000140254,DUOXA1,Pre-Transplant
ENSG00000169684,CHRNA5,Pre-Transplant
ENSG00000103888,CEMIP,Pre-Transplant
ENSG00000225362,CT62,Pre-Transplant
ENSG00000172345,STARD5,Pre-Transplant
ENSG00000214646,COMMD4P1,Pre-Transplant
ENSG00000264210,MIR4716,Pre-Transplant
ENSG00000166450,PRTG,Pre-Transplant
ENSG00000201071,Y_RNA,Pre-Transplant
ENSG00000167196,FBXO22,Pre-Transplant
ENSG00000238456,RNU6-1014P,Pre-Transplant
ENSG00000259705,FBN1-DT,Pre-Transplant
ENSG00000196274,Metazoa_SRP,Pre-Transplant
ENSG00000140262,TCF12,Pre-Transplant
ENSG00000244879,GABPB1-AS1,Pre-Transplant
ENSG00000242747,RPL21P14,Pre-Transplant
ENSG00000180357,ZNF609,Pre-Transplant
ENSG00000213862,RPL7AP62,Pre-Transplant
ENSG00000278098,MIR7973-1,Pre-Transplant
ENSG00000140506,LMAN1L,Pre-Transplant
ENSG00000069943,PIGB,Pre-Transplant
ENSG00000137807,KIF23,Pre-Transplant
ENSG00000265855,MIR4514,Pre-Transplant
ENSG00000205363,INSYN1,Pre-Transplant
ENSG00000259496,GEMIN8P1,Pre-Transplant
ENSG00000074696,HACD3,Pre-Transplant
ENSG00000167195,GOLGA6C,Pre-Transplant
ENSG00000276713,Metazoa_SRP,Pre-Transplant
ENSG00000138606,SHF,Pre-Transplant
ENSG00000281183,NPTN-IT1,Pre-Transplant
ENSG00000278604,RN7SL429P,Pre-Transplant
ENSG00000137821,LRRC49,Pre-Transplant
ENSG00000137831,UACA,Pre-Transplant
ENSG00000104064,GABPB1,Pre-Transplant
ENSG00000222343,RN7SKP139,Pre-Transplant
ENSG00000259691,FKBP1AP2,Pre-Transplant
ENSG00000259293,LIPC-AS1,Pre-Transplant
ENSG00000166035,LIPC,Pre-Transplant
ENSG00000189227,C15orf61,Pre-Transplant
ENSG00000284386,MIR147B,Pre-Transplant
ENSG00000137834,SMAD6,Pre-Transplant
ENSG00000259462,CPEB1-AS1,Pre-Transplant
ENSG00000281264,SALRNA3,Pre-Transplant
ENSG00000104093,DMXL2,Pre-Transplant
ENSG00000259565,KRT8P23,Pre-Transplant
ENSG00000260602,HMGN2P40,Pre-Transplant
ENSG00000234797,RPS3AP6,Pre-Transplant
ENSG00000175202,HIGD2B,Pre-Transplant
ENSG00000136378,ADAMTS7,Pre-Transplant
ENSG00000259488,DUT-AS1,Pre-Transplant
ENSG00000180304,OAZ2,Pre-Transplant
ENSG00000252117,RNU6-1108P,Pre-Transplant
ENSG00000178718,RPP25,Pre-Transplant
ENSG00000136381,IREB2,Pre-Transplant
ENSG00000252061,RNU6-415P,Pre-Transplant
ENSG00000206781,Y_RNA,Pre-Transplant
ENSG00000259186,MRPS15P1,Pre-Transplant
ENSG00000067225,PKM,Pre-Transplant
ENSG00000261333,CD24P2,Pre-Transplant
ENSG00000260689,HNRNPA3P11,Pre-Transplant
ENSG00000222139,RNU6-380P,Pre-Transplant
ENSG00000171763,AFG2B,Pre-Transplant
ENSG00000199673,SNORD16,Pre-Transplant
ENSG00000166920,C15orf48,Pre-Transplant
ENSG00000252984,RNU6-844P,Pre-Transplant
ENSG00000199580,Y_RNA,Pre-Transplant
ENSG00000137872,SEMA6D,Pre-Transplant
ENSG00000104131,EIF3J,Pre-Transplant
ENSG00000103942,HOMER2,Pre-Transplant
ENSG00000263643,MIR4515,Pre-Transplant
ENSG00000117899,MESD,Pre-Transplant
ENSG00000255346,NOX5,Pre-Transplant
ENSG00000199574,SNORD18C,Pre-Transplant
ENSG00000252171,Y_RNA,Pre-Transplant
ENSG00000275460,Metazoa_SRP,Pre-Transplant
ENSG00000157450,RNF111,Pre-Transplant
ENSG00000285331,TCF12-DT,Pre-Transplant
ENSG00000137869,CYP19A1,Pre-Transplant
ENSG00000261665,TUBAP4,Pre-Transplant
ENSG00000259692,LINC01418,Pre-Transplant
ENSG00000259378,DCAF13P3,Pre-Transplant
ENSG00000252376,RNA5SP395,Pre-Transplant
ENSG00000260776,GOLGA6FP,Pre-Transplant
ENSG00000259332,ST20-MTHFS,Pre-Transplant
ENSG00000188266,HYKK,Pre-Transplant
ENSG00000128849,CGNL1,Pre-Transplant
ENSG00000171766,GATM,Pre-Transplant
ENSG00000247982,LINC00926,Pre-Transplant
ENSG00000180953,ST20,Pre-Transplant
ENSG00000086666,ZFAND6,Pre-Transplant
ENSG00000069956,MAPK6,Pre-Transplant
ENSG00000104133,SPG11,Pre-Transplant
ENSG00000140474,ULK3,Pre-Transplant
ENSG00000140285,FGF7,Pre-Transplant
ENSG00000242066,RN7SL214P,Pre-Transplant
ENSG00000252288,RNU6-966P,Pre-Transplant
ENSG00000169609,C15orf40,Pre-Transplant
ENSG00000128833,MYO5C,Pre-Transplant
ENSG00000137776,SLTM,Pre-Transplant
ENSG00000276524,LINC03065,Pre-Transplant
ENSG00000249271,HNRNPA1P44,Pre-Transplant
ENSG00000207162,RNU6-549P,Pre-Transplant
ENSG00000178761,FAM219B,Pre-Transplant
ENSG00000166557,TMED3,Pre-Transplant
ENSG00000284059,MIR5572,Pre-Transplant
ENSG00000188501,LCTL,Pre-Transplant
ENSG00000140403,DNAJA4,Pre-Transplant
ENSG00000224055,GAPDHP55,Pre-Transplant
ENSG00000138613,APH1B,Pre-Transplant
ENSG00000166839,ANKDD1A,Pre-Transplant
ENSG00000213307,RPL18P11,Pre-Transplant
ENSG00000090470,PDCD7,Pre-Transplant
ENSG00000166128,RAB8B,Pre-Transplant
ENSG00000283614,MIR7973-2,Pre-Transplant
ENSG00000255529,POLR2M,Pre-Transplant
ENSG00000282100,HSP90AB4P,Pre-Transplant
ENSG00000183496,MEX3B,Pre-Transplant
ENSG00000265942,RN7SL577P,Pre-Transplant
ENSG00000103647,CORO2B,Pre-Transplant
ENSG00000137876,RSL24D1,Pre-Transplant
ENSG00000140287,HDC,Pre-Transplant
ENSG00000259637,DNM1P38,Pre-Transplant
ENSG00000245975,MINDY2-DT,Pre-Transplant
ENSG00000201709,RNU6-686P,Pre-Transplant
ENSG00000117906,RCN2,Pre-Transplant
ENSG00000250130,GAPDHP43,Pre-Transplant
ENSG00000261771,DNAAF4-CCPG1,Pre-Transplant
ENSG00000166411,IDH3A,Pre-Transplant
ENSG00000243780,RPL21P114,Pre-Transplant
ENSG00000240366,RPL36AP45,Pre-Transplant
ENSG00000183476,SH2D7,Pre-Transplant
ENSG00000198535,C2CD4A,Pre-Transplant
ENSG00000252995,RNU6-667P,Pre-Transplant
ENSG00000140395,SKIC8,Pre-Transplant
ENSG00000259467,NDUFAF4P1,Pre-Transplant
ENSG00000266593,MIR4713,Pre-Transplant
ENSG00000166233,ARIH1,Pre-Transplant
ENSG00000033800,PIAS1,Pre-Transplant
ENSG00000074603,DPP8,Pre-Transplant
ENSG00000259573,NMNAT1P5,Pre-Transplant
ENSG00000221052,MIR1266,Pre-Transplant
ENSG00000199568,RNU5A-1,Pre-Transplant
ENSG00000166949,SMAD3,Pre-Transplant
ENSG00000140391,TSPAN3,Pre-Transplant
ENSG00000248415,GAPDHP61,Pre-Transplant
ENSG00000260357,DNM1P34,Pre-Transplant
ENSG00000266589,MIR4512,Pre-Transplant
ENSG00000080644,CHRNA3,Pre-Transplant
ENSG00000259666,LINGO1-AS1,Pre-Transplant
ENSG00000104043,ATP8B4,Pre-Transplant
ENSG00000140386,SCAPER,Pre-Transplant
ENSG00000140374,ETFA,Pre-Transplant
ENSG00000137868,STRA6,Pre-Transplant
